,ensembl_gene_id,mgi_symbol,entrezgene
29472,ENSMUSG00000099718,Gm2087,NA
29473,ENSMUSG00000058838,Rps27a-ps2,NA
29474,ENSMUSG00000001472,Tcf25,66855
29475,ENSMUSG00000031843,Mphosph6,68533
29476,ENSMUSG00000049502,Dtx3l,209200
29477,ENSMUSG00000081172,Gm12849,NA
29478,ENSMUSG00000106797,Gm42936,NA
29479,ENSMUSG00000100066,Gm21835,101056121
29480,ENSMUSG00000098202,B830012L14Rik,NA
29481,ENSMUSG00000029192,Tbc1d14,100855
29482,ENSMUSG00000081798,Gm8152,NA
29483,ENSMUSG00000091985,Gm17354,NA
29484,ENSMUSG00000102912,Gm20731,NA
29485,ENSMUSG00000065954,Tacc1,320165
29486,ENSMUSG00000085538,Gm11455,NA
29487,ENSMUSG00000034159,2310007B03Rik,71874
29488,ENSMUSG00000099514,Gm28241,NA
29489,ENSMUSG00000018907,Alox12e,11685
29490,ENSMUSG00000100446,Gm28242,NA
29491,ENSMUSG00000040164,Kcns1,16538
29492,ENSMUSG00000112751,Gm48084,NA
29493,ENSMUSG00000103931,Gm36962,NA
29494,ENSMUSG00000102680,Gm37222,NA
29495,ENSMUSG00000101636,4930579H20Rik,NA
29496,ENSMUSG00000100664,6030442E23Rik,NA
29497,ENSMUSG00000099684,Gm28356,NA
29498,ENSMUSG00000033200,Tpsg1,26945
29499,ENSMUSG00000032782,Cntrob,216846
29500,ENSMUSG00000100894,Gm8304,NA
29501,ENSMUSG00000112052,Gm17917,NA
29502,ENSMUSG00000109761,5430403N17Rik,NA
29503,ENSMUSG00000093665,Obox3-ps1,NA
29504,ENSMUSG00000098181,Rps12-ps24,NA
29505,ENSMUSG00000100843,Gm8307,NA
29506,ENSMUSG00000099853,Gm29328,NA
29507,ENSMUSG00000038507,Parp12,243771
29508,ENSMUSG00000036613,Eipr1,380752
29509,ENSMUSG00000046223,Plaur,18793
29510,ENSMUSG00000109548,Gm45066,NA
29511,ENSMUSG00000099558,Gm29295,NA
29512,ENSMUSG00000081216,Gm6744,NA
29513,ENSMUSG00000101470,Gm21129,NA
29514,ENSMUSG00000100788,Gm21122,NA
29515,ENSMUSG00000100841,Gm21115,NA
29516,ENSMUSG00000094920,Gm6605,NA
29517,ENSMUSG00000099765,Gm4454,NA
29518,ENSMUSG00000100169,Gm29087,NA
29519,ENSMUSG00000085695,Gm15243,NA
29520,ENSMUSG00000054474,Thnsl2,232078
29521,ENSMUSG00000099981,Gm21136,NA
29522,ENSMUSG00000094233,Gm21276,NA
29523,ENSMUSG00000100810,Gm29086,NA
29524,ENSMUSG00000099772,Gm29085,NA
29525,ENSMUSG00000101847,Gm20749,NA
29526,ENSMUSG00000108469,Gm45054,NA
29527,ENSMUSG00000025138,Sirt7,209011
29528,ENSMUSG00000101855,1700010N08Rik,NA
29529,ENSMUSG00000106365,Gm43568,NA
29530,ENSMUSG00000086324,Gm15564,NA
29531,ENSMUSG00000099846,Gm6819,NA
29532,ENSMUSG00000060565,Gm5591,434171
29533,ENSMUSG00000060565,Gm5591,100038967
29534,ENSMUSG00000086020,Gm12239,NA
29535,ENSMUSG00000108620,Gm20670,NA
29536,ENSMUSG00000037393,Nmur2,216749
29537,ENSMUSG00000106562,Gm5981,NA
29538,ENSMUSG00000107853,Gm18584,NA
29539,ENSMUSG00000022906,Parp9,80285
29540,ENSMUSG00000039714,Cplx3,235415
29541,ENSMUSG00000009828,Ick,56542
29542,ENSMUSG00000005705,Agrp,11604
29543,ENSMUSG00000109644,0610005C13Rik,NA
29544,ENSMUSG00000113886,Gm48905,NA
29545,ENSMUSG00000114081,Gm48904,NA
29546,ENSMUSG00000105566,Obox4-ps4,NA
29547,ENSMUSG00000098330,Gtpbp4-ps1,NA
29548,ENSMUSG00000020150,Gamt,14431
29549,ENSMUSG00000056412,Gm12396,NA
29550,ENSMUSG00000098508,Ranbp2-ps2,NA
29551,ENSMUSG00000026393,Nek7,59125
29552,ENSMUSG00000101398,Gm2617,NA
29553,ENSMUSG00000025475,Adgra1,52389
29554,ENSMUSG00000031226,Pbdc1,67683
29555,ENSMUSG00000040883,Tmem205,235043
29556,ENSMUSG00000068859,Sp9,381373
29557,ENSMUSG00000051029,Serpinb1b,282663
29558,ENSMUSG00000107430,Gm31532,NA
29559,ENSMUSG00000107684,Rab5a-ps,NA
29560,ENSMUSG00000030364,Clec2h,94071
29561,ENSMUSG00000062866,Phactr2,215789
29562,ENSMUSG00000102593,Gm38384,NA
29563,ENSMUSG00000008226,Scrn3,74616
29564,ENSMUSG00000104168,Gm38250,NA
29565,ENSMUSG00000081429,Rps27-ps1,NA
29566,ENSMUSG00000067006,Serpinb5,20724
29567,ENSMUSG00000040865,Ino80d,227195
29568,ENSMUSG00000050271,Prag1,244418
29569,ENSMUSG00000081363,Gm11500,NA
29570,ENSMUSG00000081141,Gm11501,NA
29571,ENSMUSG00000006241,Ccdc159,67119
29572,ENSMUSG00000056158,Car10,72605
29573,ENSMUSG00000084169,Gm12240,NA
29574,ENSMUSG00000081749,Gm12241,NA
29575,ENSMUSG00000109710,Gm4974,NA
29576,ENSMUSG00000084768,Gm13605,NA
29577,ENSMUSG00000066129,Kndc1,76484
29578,ENSMUSG00000082628,Gm12566,NA
29579,ENSMUSG00000083738,Gm14592,NA
29580,ENSMUSG00000097946,Gm8343,NA
29581,ENSMUSG00000084076,Gm14600,NA
29582,ENSMUSG00000100984,Gm28357,NA
29583,ENSMUSG00000059252,Tpt1-ps5,NA
29584,ENSMUSG00000067925,Rtl8a,66158
29585,ENSMUSG00000100137,Gm29352,NA
29586,ENSMUSG00000100958,Gm29351,NA
29587,ENSMUSG00000099575,Gm29350,NA
29588,ENSMUSG00000100597,Gm29349,NA
29589,ENSMUSG00000099410,Gm29355,NA
29590,ENSMUSG00000084378,Gm15238,NA
29591,ENSMUSG00000049176,Frmpd4,333605
29592,ENSMUSG00000083223,Gm15016,NA
29593,ENSMUSG00000098834,Mark1-ps3,NA
29594,ENSMUSG00000035615,Frmpd1,666060
29595,ENSMUSG00000062036,4932415M13Rik,NA
29596,ENSMUSG00000091154,Proscos,NA
29597,ENSMUSG00000113435,Gm19441,NA
29598,ENSMUSG00000113510,Gm7239,NA
29599,ENSMUSG00000032295,Man2c1,73744
29600,ENSMUSG00000021385,Ippk,75678
29601,ENSMUSG00000060373,Hnrnpc,15381
29602,ENSMUSG00000033004,Mycbp2,105689
29603,ENSMUSG00000030826,Bcat2,12036
29604,ENSMUSG00000056271,Lman1l,235416
29605,ENSMUSG00000102003,Gm28666,NA
29606,ENSMUSG00000114210,A330084C13Rik,NA
29607,ENSMUSG00000024589,Nedd4l,83814
29608,ENSMUSG00000102651,Gm37080,NA
29609,ENSMUSG00000099510,Gm28501,NA
29610,ENSMUSG00000028677,Rnf220,66743
29611,ENSMUSG00000102448,Gm37101,NA
29612,ENSMUSG00000090118,Gm16163,NA
29613,ENSMUSG00000031984,2810004N23Rik,66523
29614,ENSMUSG00000082453,Gm11502,NA
29615,ENSMUSG00000080872,Gm11506,NA
29616,ENSMUSG00000041777,Cir1,66935
29617,ENSMUSG00000054079,Utp18,217109
29618,ENSMUSG00000022905,Kpna1,16646
29619,ENSMUSG00000031985,Gnpat,14712
29620,ENSMUSG00000083611,Gm8832,NA
29621,ENSMUSG00000084014,Gm7209,NA
29622,ENSMUSG00000084180,Gm15237,NA
29623,ENSMUSG00000082915,Gm15240,NA
29624,ENSMUSG00000031841,Cdh13,12554
29625,ENSMUSG00000048368,Omd,27047
29626,ENSMUSG00000086284,Frmpd1os,NA
29627,ENSMUSG00000021391,Cenpp,66336
29628,ENSMUSG00000039629,Strip2,320609
29629,ENSMUSG00000025995,Wdr75,73674
29630,ENSMUSG00000084799,Ino80dos,NA
29631,ENSMUSG00000040321,Zfp770,228491
29632,ENSMUSG00000051510,Mafg,17134
29633,ENSMUSG00000101599,Gm20342,NA
29634,ENSMUSG00000081617,Rps13-ps7,NA
29635,ENSMUSG00000112120,Gm32255,NA
29636,ENSMUSG00000011306,Sugp1,70616
29637,ENSMUSG00000109656,Gm45548,NA
29638,ENSMUSG00000030653,Gm45837,207728
29639,ENSMUSG00000113255,Tes3-ps,NA
29640,ENSMUSG00000105349,Gm43604,NA
29641,ENSMUSG00000021390,Ogn,18295
29642,ENSMUSG00000039771,Polr2j,20022
29643,ENSMUSG00000110662,Gm45722,NA
29644,ENSMUSG00000110667,Gm45720,NA
29645,ENSMUSG00000110548,Gm45721,NA
29646,ENSMUSG00000093865,Lrit3,242235
29647,ENSMUSG00000032812,Arap1,69710
29648,ENSMUSG00000108978,Gm44689,NA
29649,ENSMUSG00000108972,Gm7675,NA
29650,ENSMUSG00000109388,Gm44688,NA
29651,ENSMUSG00000021388,Aspn,66695
29652,ENSMUSG00000108982,Gm17988,NA
29653,ENSMUSG00000108669,4930441H08Rik,NA
29654,ENSMUSG00000034570,Inpp5j,170835
29655,ENSMUSG00000028012,Rrh,20132
29656,ENSMUSG00000018581,Dnah11,13411
29657,ENSMUSG00000101879,Gm28820,NA
29658,ENSMUSG00000093549,Obox4-ps36,NA
29659,ENSMUSG00000022993,4930415O20Rik,73863
29660,ENSMUSG00000071640,Stxbp3-ps,NA
29661,ENSMUSG00000093664,Obox4-ps37,NA
29662,ENSMUSG00000029703,Lrwd1,71735
29663,ENSMUSG00000028413,B4galt1,14595
29664,ENSMUSG00000029686,Cul1,26965
29665,ENSMUSG00000020524,Gria1,14799
29666,ENSMUSG00000040154,Wfdc5,209232
29667,ENSMUSG00000030591,Psmd8,57296
29668,ENSMUSG00000045969,Ing1,26356
29669,ENSMUSG00000106191,4930557B06Rik,NA
29670,ENSMUSG00000106541,Gm43246,NA
29671,ENSMUSG00000104576,F830115B05Rik,NA
29672,ENSMUSG00000051339,2900026A02Rik,243219
29673,ENSMUSG00000086643,Gm15687,NA
29674,ENSMUSG00000097419,Gm26666,NA
29675,ENSMUSG00000042428,Mgat3,17309
29676,ENSMUSG00000043631,Ecm2,407800
29677,ENSMUSG00000115962,,NA
29678,ENSMUSG00000116127,,NA
29679,ENSMUSG00000085649,A730032A03Rik,NA
29680,ENSMUSG00000042845,Wfdc12,192200
29681,ENSMUSG00000028228,Cpne3,70568
29682,ENSMUSG00000002320,Tm9sf1,74140
29683,ENSMUSG00000063305,Psg20,434540
29684,ENSMUSG00000036913,Trim67,330863
29685,ENSMUSG00000051769,Wfdc15a,68221
29686,ENSMUSG00000048040,Arxes2,76976
29687,ENSMUSG00000102972,Gm37348,NA
29688,ENSMUSG00000103823,Gm7899,NA
29689,ENSMUSG00000050875,A730017C20Rik,225583
29690,ENSMUSG00000032397,Tipin,66131
29691,ENSMUSG00000085749,Gm12843,NA
29692,ENSMUSG00000018211,Wfdc15b,192201
29693,ENSMUSG00000086876,Gm12828,NA
29694,ENSMUSG00000087228,Gm12827,NA
29695,ENSMUSG00000063558,Aox1,11761
29696,ENSMUSG00000102131,Gm21160,108168608
29697,ENSMUSG00000101900,Mrgprb12-ps,NA
29698,ENSMUSG00000002804,Nudt14,66174
29699,ENSMUSG00000054263,Lifr,16880
29700,ENSMUSG00000096818,Gm29231,NA
29701,ENSMUSG00000100141,Gm6445,623688
29702,ENSMUSG00000093584,Obox3-ps2,NA
29703,ENSMUSG00000040132,Svs2,53878
29704,ENSMUSG00000106206,Gm43094,NA
29705,ENSMUSG00000106659,Gm42161,NA
29706,ENSMUSG00000031482,Slc25a15,18408
29707,ENSMUSG00000018924,Alox15,11687
29708,ENSMUSG00000093927,Gm20918,108168642
29709,ENSMUSG00000042599,Kdm7a,338523
29710,ENSMUSG00000050383,Svs3b,329557
29711,ENSMUSG00000110156,Gm42067,NA
29712,ENSMUSG00000033720,Sfxn5,94282
29713,ENSMUSG00000024826,Dpf2,19708
29714,ENSMUSG00000016998,Svs4,20941
29715,ENSMUSG00000086204,Gm15668,NA
29716,ENSMUSG00000094699,Gm28637,NA
29717,ENSMUSG00000102100,Gm18351,NA
29718,ENSMUSG00000100659,Gm28636,NA
29719,ENSMUSG00000085840,Gm11261,NA
29720,ENSMUSG00000101352,Gm28665,NA
29721,ENSMUSG00000084340,Gm14766,NA
29722,ENSMUSG00000082473,Kif22-ps,NA
29723,ENSMUSG00000101254,Gm20932,108168604
29724,ENSMUSG00000083629,Gm11262,NA
29725,ENSMUSG00000114208,Gm34307,NA
29726,ENSMUSG00000002588,Pon1,18979
29727,ENSMUSG00000096872,Scgb2a2,102639117
29728,ENSMUSG00000025082,Vwa2,240675
29729,ENSMUSG00000034579,Pla2g3,237625
29730,ENSMUSG00000104273,A530064N14Rik,NA
29731,ENSMUSG00000106552,Obox4-ps5,NA
29732,ENSMUSG00000098309,Gtpbp4-ps2,NA
29733,ENSMUSG00000102573,Gm7265,NA
29734,ENSMUSG00000017003,Svs3a,64335
29735,ENSMUSG00000098564,Ranbp2-ps3,NA
29736,ENSMUSG00000032216,Nedd4,17999
29737,ENSMUSG00000037418,Best1,24115
29738,ENSMUSG00000031146,Plp2,18824
29739,ENSMUSG00000061165,Olfr160,80706
29740,ENSMUSG00000017000,Svs6,20945
29741,ENSMUSG00000067924,Rtl8b,553127
29742,ENSMUSG00000109571,Gm44655,NA
29743,ENSMUSG00000108882,Gm44563,NA
29744,ENSMUSG00000102610,Gm37846,NA
29745,ENSMUSG00000100220,Gm29331,NA
29746,ENSMUSG00000104089,Gm38274,NA
29747,ENSMUSG00000022994,Adcy6,11512
29748,ENSMUSG00000103426,Gm37533,NA
29749,ENSMUSG00000093736,Obox4-ps38,NA
29750,ENSMUSG00000031145,Prickle3,54630
29751,ENSMUSG00000062929,Cfl2,12632
29752,ENSMUSG00000034210,Efcab14,230648
29753,ENSMUSG00000113325,Gm48080,NA
29754,ENSMUSG00000044903,Psg22,243862
29755,ENSMUSG00000113387,,NA
29756,ENSMUSG00000099198,Obox4-ps39,NA
29757,ENSMUSG00000098469,Ranbp2-ps4,NA
29758,ENSMUSG00000094555,Obox4-ps6,NA
29759,ENSMUSG00000093509,Obox3-ps3,NA
29760,ENSMUSG00000113544,4833405L11Rik,NA
29761,ENSMUSG00000101266,Gm29234,NA
29762,ENSMUSG00000099825,1810012K16Rik,NA
29763,ENSMUSG00000025140,Pycr1,209027
29764,ENSMUSG00000004043,Stat5a,20850
29765,ENSMUSG00000084785,Gm13972,NA
29766,ENSMUSG00000064145,Arih2,23807
29767,ENSMUSG00000105505,Obox4-ps7,NA
29768,ENSMUSG00000113986,,NA
29769,ENSMUSG00000003923,Tfam,21780
29770,ENSMUSG00000057147,Dph6,66632
29771,ENSMUSG00000099056,Gtpbp4-ps3,NA
29772,ENSMUSG00000081309,Gm12397,NA
29773,ENSMUSG00000110193,Gm45452,NA
29774,ENSMUSG00000099087,Ranbp2-ps5,NA
29775,ENSMUSG00000109938,Gm6009,NA
29776,ENSMUSG00000028415,Spink4,20731
29777,ENSMUSG00000113209,1700081N11Rik,NA
29778,ENSMUSG00000071763,4933416I08Rik,NA
29779,ENSMUSG00000109704,Gm38414,NA
29780,ENSMUSG00000104294,Gm38044,NA
29781,ENSMUSG00000102149,Gm9723,NA
29782,ENSMUSG00000102334,Gm18865,NA
29783,ENSMUSG00000103299,Gm38231,NA
29784,ENSMUSG00000104303,Gm36976,NA
29785,ENSMUSG00000109292,Gm44564,NA
29786,ENSMUSG00000114410,Gm2048,NA
29787,ENSMUSG00000110526,Olfr151,406176
29788,ENSMUSG00000091080,Prr23a1,623166
29789,ENSMUSG00000110321,Gm39164,NA
29790,ENSMUSG00000078528,Gm17068,NA
29791,ENSMUSG00000057990,E030024N20Rik,NA
29792,ENSMUSG00000075268,Gm10819,NA
29793,ENSMUSG00000089634,Nat8b-ps,NA
29794,ENSMUSG00000112776,Gm6989,NA
29795,ENSMUSG00000093567,Obox4-ps8,NA
29796,ENSMUSG00000085998,AW822252,NA
29797,ENSMUSG00000024639,Gnaq,14682
29798,ENSMUSG00000110129,Gm45453,NA
29799,ENSMUSG00000085517,Gm12963,NA
29800,ENSMUSG00000093707,Obox4-ps9,NA
29801,ENSMUSG00000002319,Ipo4,75751
29802,ENSMUSG00000106976,Gm42963,NA
29803,ENSMUSG00000073144,4930599N23Rik,NA
29804,ENSMUSG00000086866,4930512H18Rik,NA
29805,ENSMUSG00000075279,Mrpl23-ps1,NA
29806,ENSMUSG00000115337,,NA
29807,ENSMUSG00000101212,Gm29354,NA
29808,ENSMUSG00000100459,Gm5833,NA
29809,ENSMUSG00000058056,Palld,72333
29810,ENSMUSG00000082973,Gm13672,NA
29811,ENSMUSG00000048355,Arxes1,76219
29812,ENSMUSG00000022240,Ctnnd2,18163
29813,ENSMUSG00000063350,Olfr874,258882
29814,ENSMUSG00000104082,Gm7115,NA
29815,ENSMUSG00000112663,C630031E19Rik,NA
29816,ENSMUSG00000014301,Pam16,66449
29817,ENSMUSG00000110116,4933430A20Rik,NA
29818,ENSMUSG00000032783,Troap,78733
29819,ENSMUSG00000052117,D630039A03Rik,242484
29820,ENSMUSG00000101041,Gm29353,NA
29821,ENSMUSG00000061911,Myt1l,17933
29822,ENSMUSG00000054793,Cadm4,260299
29823,ENSMUSG00000081747,Rpl7a-ps9,NA
29824,ENSMUSG00000025586,Cpeb1,12877
29825,ENSMUSG00000093544,Gm20613,NA
29826,ENSMUSG00000108835,Gm44566,NA
29827,ENSMUSG00000021175,Cdca7l,217946
29828,ENSMUSG00000104083,Gm29739,NA
29829,ENSMUSG00000069662,Marcks,17118
29830,ENSMUSG00000020089,Ppa1,67895
29831,ENSMUSG00000001962,Fam50a,108160
29832,ENSMUSG00000109023,Gm44565,NA
29833,ENSMUSG00000102792,Gm32175,NA
29834,ENSMUSG00000005501,Usp40,227334
29835,ENSMUSG00000109234,Gm44561,NA
29836,ENSMUSG00000103148,Gm37746,NA
29837,ENSMUSG00000014303,Glis2,83396
29838,ENSMUSG00000102411,Gm36936,NA
29839,ENSMUSG00000104066,Gm37955,NA
29840,ENSMUSG00000109108,Gm36371,NA
29841,ENSMUSG00000098100,Gm7572,NA
29842,ENSMUSG00000098170,Gm3890,NA
29843,ENSMUSG00000038227,Hoxa9,15405
29844,ENSMUSG00000031508,Ankrd10,102334
29845,ENSMUSG00000004698,Hdac9,79221
29846,ENSMUSG00000017004,Svs5,20944
29847,ENSMUSG00000103412,Gm37340,NA
29848,ENSMUSG00000087079,Gm13389,NA
29849,ENSMUSG00000072878,1700123L14Rik,NA
29850,ENSMUSG00000110176,Gm35520,NA
29851,ENSMUSG00000058628,Olfr875,258744
29852,ENSMUSG00000100976,Gm29134,NA
29853,ENSMUSG00000114393,Gm47359,NA
29854,ENSMUSG00000059187,Fam19a1,320265
29855,ENSMUSG00000114854,Gm34354,NA
29856,ENSMUSG00000039633,Lonrf1,244421
29857,ENSMUSG00000043687,1190005I06Rik,68918
29858,ENSMUSG00000070551,Mrgprb5,404239
29859,ENSMUSG00000017002,Slpi,20568
29860,ENSMUSG00000100489,Gm28303,NA
29861,ENSMUSG00000101543,Gm18352,NA
29862,ENSMUSG00000101239,Gm28304,NA
29863,ENSMUSG00000083613,Pou2f3-rs1,NA
29864,ENSMUSG00000100971,Gm28824,NA
29865,ENSMUSG00000097476,Gm26583,NA
29866,ENSMUSG00000116371,,NA
29867,ENSMUSG00000099555,Gm28081,NA
29868,ENSMUSG00000001815,Evx2,14029
29869,ENSMUSG00000003363,Pld3,18807
29870,ENSMUSG00000051048,P4ha3,320452
29871,ENSMUSG00000059956,Serpinb12,71869
29872,ENSMUSG00000037868,Egr2,13654
29873,ENSMUSG00000110482,Gm3889,NA
29874,ENSMUSG00000074037,Mc1r,17199
29875,ENSMUSG00000066750,Olfr876,258883
29876,ENSMUSG00000106376,Gm34139,NA
29877,ENSMUSG00000053965,Pde5a,242202
29878,ENSMUSG00000086302,Gm13790,NA
29879,ENSMUSG00000055555,4930502E18Rik,75013
29880,ENSMUSG00000017478,Zc3h18,76014
29881,ENSMUSG00000041930,Fam222a,433940
29882,ENSMUSG00000059474,Mbtd1,103537
29883,ENSMUSG00000028207,Asph,65973
29884,ENSMUSG00000042988,Notum,77583
29885,ENSMUSG00000001819,Hoxd13,15433
29886,ENSMUSG00000092233,Gm20403,NA
29887,ENSMUSG00000098026,Gm27014,NA
29888,ENSMUSG00000035021,Baz1a,217578
29889,ENSMUSG00000034437,Gm9761,NA
29890,ENSMUSG00000094739,Gm20806,70009
29891,ENSMUSG00000094739,Gm20806,100039574
29892,ENSMUSG00000094739,Gm20806,100040429
29893,ENSMUSG00000094739,Gm20806,100042268
29894,ENSMUSG00000094739,Gm20806,100042475
29895,ENSMUSG00000094739,Gm20806,100861821
29896,ENSMUSG00000094739,Gm20806,108168537
29897,ENSMUSG00000094739,Gm20806,108168538
29898,ENSMUSG00000094739,Gm20806,108168539
29899,ENSMUSG00000094739,Gm20806,108168540
29900,ENSMUSG00000094739,Gm20806,108168541
29901,ENSMUSG00000094739,Gm20806,108168542
29902,ENSMUSG00000094739,Gm20806,108168543
29903,ENSMUSG00000094739,Gm20806,108168544
29904,ENSMUSG00000094739,Gm20806,108168546
29905,ENSMUSG00000094739,Gm20806,108168549
29906,ENSMUSG00000094739,Gm20806,108168550
29907,ENSMUSG00000094739,Gm20806,108168556
29908,ENSMUSG00000094739,Gm20806,108168561
29909,ENSMUSG00000094739,Gm20806,108168562
29910,ENSMUSG00000094739,Gm20806,108168563
29911,ENSMUSG00000094739,Gm20806,108168597
29912,ENSMUSG00000094739,Gm20806,108168620
29913,ENSMUSG00000094739,Gm20806,108168665
29914,ENSMUSG00000001823,Hoxd12,15432
29915,ENSMUSG00000036151,Tm6sf2,107770
29916,ENSMUSG00000031903,Pla2g15,192654
29917,ENSMUSG00000013629,Cad,69719
29918,ENSMUSG00000099521,Gm28309,NA
29919,ENSMUSG00000050368,Hoxd10,15430
29920,ENSMUSG00000090558,Gm17202,NA
29921,ENSMUSG00000042499,Hoxd11,15431
29922,ENSMUSG00000009292,Trpm2,28240
29923,ENSMUSG00000081212,Gm6964,NA
29924,ENSMUSG00000083496,Gm11263,NA
29925,ENSMUSG00000081452,Gm14761,NA
29926,ENSMUSG00000084248,Gm11409,NA
29927,ENSMUSG00000106396,Gm42902,NA
29928,ENSMUSG00000085075,Gm15669,NA
29929,ENSMUSG00000021013,Ttc8,76260
29930,ENSMUSG00000033794,Lpcat2b,70902
29931,ENSMUSG00000103860,Gm37418,NA
29932,ENSMUSG00000058586,Serhl,68607
29933,ENSMUSG00000022637,Cblb,208650
29934,ENSMUSG00000100209,Gm28793,NA
29935,ENSMUSG00000086077,Gm14396,NA
29936,ENSMUSG00000070550,Mrgprb4,233230
29937,ENSMUSG00000033805,Ephx4,384214
29938,ENSMUSG00000043342,Hoxd9,15438
29939,ENSMUSG00000112107,Gm47560,NA
29940,ENSMUSG00000112286,Gm47561,NA
29941,ENSMUSG00000106415,Gm42893,NA
29942,ENSMUSG00000027959,Sass6,72776
29943,ENSMUSG00000097100,9230104M06Rik,NA
29944,ENSMUSG00000057134,Ado,211488
29945,ENSMUSG00000002803,Btbd6,399566
29946,ENSMUSG00000029004,Kmt2e,69188
29947,ENSMUSG00000103304,Gm5979,NA
29948,ENSMUSG00000007594,Hapln4,330790
29949,ENSMUSG00000052371,Hoxd3os1,NA
29950,ENSMUSG00000099687,Olfr623,259126
29951,ENSMUSG00000068487,Gm4943,239760
29952,ENSMUSG00000103152,Gm8790,NA
29953,ENSMUSG00000078451,Ppil6,73075
29954,ENSMUSG00000094734,Olfr799,258929
29955,ENSMUSG00000025141,Myadml2,68515
29956,ENSMUSG00000107168,Gm42507,NA
29957,ENSMUSG00000042557,Sin3a,20466
29958,ENSMUSG00000051343,Rab11fip5,52055
29959,ENSMUSG00000029190,D5Ertd579e,320661
29960,ENSMUSG00000045780,Olfr624,258189
29961,ENSMUSG00000111310,Gm47005,NA
29962,ENSMUSG00000075277,Haglr,NA
29963,ENSMUSG00000112141,4930563J15Rik,NA
29964,ENSMUSG00000054727,1700013H16Rik,75514
29965,ENSMUSG00000044876,Zfp444,72667
29966,ENSMUSG00000073943,Olfr625-ps1,NA
29967,ENSMUSG00000028367,Txn1,22166
29968,ENSMUSG00000108114,Olfr800,258541
29969,ENSMUSG00000074999,Gm10797,NA
29970,ENSMUSG00000053613,Notumos,NA
29971,ENSMUSG00000084822,Myadml2os,NA
29972,ENSMUSG00000081038,Olfr626-ps1,NA
29973,ENSMUSG00000113519,Gm47541,NA
29974,ENSMUSG00000101174,Hoxd4,NA
29975,ENSMUSG00000011158,Brf1,72308
29976,ENSMUSG00000111070,Gm47596,NA
29977,ENSMUSG00000048534,Jaml,270152
29978,ENSMUSG00000049299,Trappc1,245828
29979,ENSMUSG00000017007,Rbpjl,19668
29980,ENSMUSG00000115222,,NA
29981,ENSMUSG00000109729,Gm45418,NA
29982,ENSMUSG00000115232,,NA
29983,ENSMUSG00000027102,Hoxd8,15437
29984,ENSMUSG00000110131,Gm18066,NA
29985,ENSMUSG00000098024,Gm27003,NA
29986,ENSMUSG00000027995,Tlr2,24088
29987,ENSMUSG00000115798,,NA
29988,ENSMUSG00000022412,Mief1,239555
29989,ENSMUSG00000027361,Gabpb1,14391
29990,ENSMUSG00000106583,4930447N08Rik,NA
29991,ENSMUSG00000113337,Gm19220,NA
29992,ENSMUSG00000068014,Gm14648,NA
29993,ENSMUSG00000114166,Gm18246,NA
29994,ENSMUSG00000043587,Pxylp1,235534
29995,ENSMUSG00000098154,Gm5787,NA
29996,ENSMUSG00000066749,Olfr877,258412
29997,ENSMUSG00000086559,Gm14426,NA
29998,ENSMUSG00000023247,Guca2a,14915
29999,ENSMUSG00000103560,Gm38070,NA
30000,ENSMUSG00000112581,1700022H01Rik,NA
30001,ENSMUSG00000079277,Hoxd3,15434
30002,ENSMUSG00000109977,Gm19140,NA
30003,ENSMUSG00000019913,Sim1,20464
30004,ENSMUSG00000026072,Il1r1,16177
30005,ENSMUSG00000025217,Btrc,12234
30006,ENSMUSG00000113885,Gm47802,NA
30007,ENSMUSG00000113650,Gm47826,NA
30008,ENSMUSG00000078517,Emc1,230866
30009,ENSMUSG00000114138,Gm36423,NA
30010,ENSMUSG00000018470,Kcnab3,16499
30011,ENSMUSG00000115073,,NA
30012,ENSMUSG00000115012,,NA
30013,ENSMUSG00000096780,Tmem181b-ps,NA
30014,ENSMUSG00000109404,Gm19963,NA
30015,ENSMUSG00000099412,Gm28223,NA
30016,ENSMUSG00000023387,Kcnk16,74571
30017,ENSMUSG00000115556,,NA
30018,ENSMUSG00000101831,Gm29412,NA
30019,ENSMUSG00000102158,Gm34342,NA
30020,ENSMUSG00000084989,Crocc2,381284
30021,ENSMUSG00000030865,Chp2,70261
30022,ENSMUSG00000042804,Gpr153,100129
30023,ENSMUSG00000100642,Gm28230,NA
30024,ENSMUSG00000101369,Gm28080,NA
30025,ENSMUSG00000097955,Gm26950,NA
30026,ENSMUSG00000021156,Zmynd11,66505
30027,ENSMUSG00000056821,1700028I16Rik,NA
30028,ENSMUSG00000085015,Gm14424,NA
30029,ENSMUSG00000100428,Gm29413,NA
30030,ENSMUSG00000066748,Olfr145,258310
30031,ENSMUSG00000114478,Gm34558,NA
30032,ENSMUSG00000114743,Gm34672,NA
30033,ENSMUSG00000114240,Gm47360,NA
30034,ENSMUSG00000014158,Trpv4,63873
30035,ENSMUSG00000039620,6430573F11Rik,319582
30036,ENSMUSG00000101096,Gm21524,108168600
30037,ENSMUSG00000063058,Prr23a2,623186
30038,ENSMUSG00000099952,Gm18356,NA
30039,ENSMUSG00000097391,Mirg,NA
30040,ENSMUSG00000000938,Hoxa10,15395
30041,ENSMUSG00000023232,Serinc2,230779
30042,ENSMUSG00000016554,Eif3d,55944
30043,ENSMUSG00000103591,Gm38365,NA
